,Spearman_allwords,adjacent_post,adjacent_tag,id,label,pmi_adjacent,root_verb
40,0.11148042766385557,thought,VBN,wsj_0004.5.1,post-adv,-0.28,are
41,0.129773563140704,considered,VBN,wsj_0004.6.0,ref,-0.28,are
42,0.058848988633649964,considered,VBN,wsj_0004.6.1,post-adv,-0.28,are
43,0.11227217828476797,a,DT,wsj_0004.7.0,ref,0.32,reached
44,0.11227217828476797,a,DT,wsj_0004.7.1,post-adv,0.32,reached
45,0.11606092984717235,blip,VB,wsj_0004.8.0,ref,-0.28,may
46,0.09746904854560776,blip,VB,wsj_0004.8.1,post-adv,-0.28,may
47,0.11062057376058616,blip,VB,wsj_0004.8.2,post-adj3,-0.28,may
48,-0.15232997042441376,blip,VB,wsj_0004.8.3,post-adj3,-0.28,may
49,-0.07616498521220688,blip,VB,wsj_0004.8.4,post-adj3,-0.28,may
50,-0.14870306636668962,blip,VB,wsj_0004.8.5,post-adj3,-0.28,may
51,0.0634708210101724,blip,VB,wsj_0004.8.6,post-adj3,-0.28,may
52,0.36147201953390995,by,IN,wsj_0004.11.0,ref,0.21,grew
53,0.6265515005254438,during,IN,wsj_0004.11.1,post-adj3,0.21,grew
54,0.14458880781356398,to,TO,wsj_0004.11.2,post-adj3,0.16,grew
55,-0.048196269271187996,by,IN,wsj_0004.11.3,post-adj3,0.21,grew
56,-0.12049067317796996,to,TO,wsj_0004.11.4,post-adj3,0.16,grew
57,0.554257096618662,during,IN,wsj_0004.11.5,post-adj3,0.21,grew
58,-0.13937096857629283,comparable,JJ,wsj_0004.12.0,ref,-0.16,beat
59,-0.8660254037844387,comparable,JJ,wsj_0004.12.1,post-adv,-0.16,beat
60,0.0901177509983276,a,DT,wsj_0004.14.0,ref,0.32,had
61,0.09687658232320216,a,DT,wsj_0004.14.1,post-adj2,0.32,had
62,0.007260496736616188,heavily,RB,wsj_0004.15.0,ref,0.08,invests
63,0.2704535034389531,heavily,RB,wsj_0004.15.1,post-adv,0.08,invests
64,0.007260496736616188,overseas,RB,wsj_0004.15.2,post-adj2,0.08,invests
65,0.12553778719849065,to,TO,wsj_0004.17.0,ref,0.16,fell
66,0.1590145304514215,from,IN,wsj_0004.17.1,post-adj2,0.21,fell
67,-0.13911807863040906,sales,NNS,wsj_0008.1.0,ref,-0.02,suspended
68,0.22360679774997896,sales,NNS,wsj_0008.1.1,post-adv,-0.02,suspended
69,0.0,,,wsj_0008.2.0,ref,0.0,said
70,0.9999999999999999,the,DT,wsj_0008.2.1,quote,0.32,said
71,0.0,,,wsj_0008.2.2,pre-adv,0.0,said
72,-0.09030041348689277,the,DT,wsj_0008.6.0,ref,0.32,said
73,0.13545062023033916,the,DT,wsj_0008.6.1,post-adv,0.32,said
74,0.6913859041427373,off,RP,wsj_0010.1.0,ref,0.16,jet
75,0.09529774934335207,off,RP,wsj_0010.1.1,pre-adv,0.16,jet
76,0.02304367689909179,to,TO,wsj_0010.9.0,ref,0.16,raced
77,0.02304367689909179,to,TO,wsj_0010.9.1,pre-adj2,0.16,raced
78,-0.08380553065045819,out,RP,wsj_0010.12.0,ref,0.16,hauled
79,-0.08380553065045819,out,RP,wsj_0010.12.1,pre-adj2,0.16,hauled
80,-0.10475698532329943,them,PRP,wsj_0010.17.0,ref,0.35,fed
81,-0.5963474256679911,Indiana,NNP,wsj_0010.17.1,dat-np-np,-0.31,fed
82,0.5797509043642028,the,DT,wsj_0010.18.0,ref,0.32,gave
83,0.0,a,DT,wsj_0010.18.1,dat-np-np,0.32,gave
84,0.5797509043642028,the,DT,wsj_0010.18.2,post-adv,0.32,gave
85,0.05134555386469236,the,DT,wsj_0010.19.0,ref,0.32,say
86,-0.042415892323006736,the,DT,wsj_0010.19.1,post-adj2,0.32,say
87,0.31923645291919156,a,DT,wsj_0011.1.0,ref,0.32,registered
88,0.1260849856067395,a,DT,wsj_0011.1.1,post-adj2,0.32,registered
89,0.24790801182611957,at,IN,wsj_0011.3.0,ref,0.21,stood
90,0.02542738138578039,at,IN,wsj_0011.3.1,post-adv,0.21,stood
91,-0.22438727760202973,recorded,VBN,wsj_0011.6.0,ref,-0.28,has
92,-0.23685323746880915,recorded,VBN,wsj_0011.6.1,post-adj2,-0.28,has
93,0.5783552312542559,from,IN,wsj_0011.7.0,ref,0.21,increased
94,0.19278507708475198,to,TO,wsj_0011.7.1,post-adj2,0.16,increased
95,0.5,at,IN,wsj_0011.8.0,ref,0.21,were
96,0.5,up,RB,wsj_0011.8.1,post-adj2,0.08,were
97,0.5391088543859787,become,VBN,wsj_0012.3.0,ref,-0.28,have
98,0.5391088543859787,become,VBN,wsj_0012.3.1,dat-np-np,-0.28,have
99,0.12781411915108437,its,PRP$,wsj_0012.6.0,ref,0.35,lowered
100,0.13537896439570557,its,PRP$,wsj_0012.6.1,post-adv,0.35,lowered
101,0.13111153500141945,its,PRP$,wsj_0012.6.2,post-adj2,0.35,lowered
102,-0.15330461228373216,it,PRP,wsj_0012.8.0,ref,0.35,said
103,-0.15631058507360926,it,PRP,wsj_0012.8.1,post-adj2,0.35,said
104,-0.1691157053612309,reward,VB,wsj_0012.9.0,ref,-0.28,will
105,0.03060917744094677,reward,VB,wsj_0012.9.1,post-adj2,-0.28,will
106,0.0,Mr.,NNP,wsj_0012.11.0,ref,-0.31,said
107,0.0,,,wsj_0012.11.1,iquote,0.0,said
108,-0.23346085161404517,been,VBN,wsj_0012.12.0,ref,-0.28,have
109,-0.23346085161404517,been,VBN,wsj_0012.12.1,post-adj2,-0.28,have
110,0.27598119677706207,the,DT,wsj_0013.6.0,ref,0.32,said
111,0.4355760798675044,the,DT,wsj_0013.6.1,post-adv,0.32,said
112,-0.22539824134501585,substantial,JJ,wsj_0013.7.0,ref,-0.16,seemed
113,-0.1657712011275467,substantial,JJ,wsj_0013.7.1,pre-adv,-0.16,seemed
114,0.0,,,wsj_0013.8.0,ref,0.0,added
115,0.0,he,PRP,wsj_0013.8.1,quote,0.35,added
116,0.0,,,wsj_0013.10.0,ref,0.0,said
117,0.0,he,PRP,wsj_0013.10.1,quote,0.35,said
118,0.0,,,wsj_0013.10.2,pre-adv,0.0,said
119,0.0,,,wsj_0013.14.0,ref,0.0,asserted
120,0.0,Mr.,NNP,wsj_0013.14.1,quote,-0.31,asserted
121,0.0,,,wsj_0013.15.0,ref,0.0,added
122,0.0,he,PRP,wsj_0013.15.1,quote,0.35,added
123,-0.029311910317081396,it,PRP,wsj_0013.17.0,ref,0.35,said
124,0.1167242142983777,so,IN,wsj_0013.17.1,post-adv,0.21,said
125,0.0603249582864934,it,PRP,wsj_0013.17.2,post-adv,0.35,said
126,0.5597511341062323,yesterday,NN,wsj_0013.18.0,ref,-0.02,closed
127,-0.4269288310979738,in,IN,wsj_0013.18.1,post-adj2,0.21,closed
128,-0.20965261607708174,ordered,VBN,wsj_0015.1.0,ref,-0.28,was
129,-0.14344652678958225,ordered,VBN,wsj_0015.1.1,post-adj2,-0.28,was
130,0.0,,,wsj_0015.5.0,ref,0.0,said
131,0.0,Judge,NNP,wsj_0015.5.1,quote,-0.31,said
132,-0.44903588849463355,be,VB,wsj_0015.7.0,ref,-0.28,will
133,-0.40413229964517017,be,VB,wsj_0015.7.1,post-adj2,-0.28,will
134,1.0,at,IN,wsj_0015.11.0,ref,0.21,closed
135,1.0,at,IN,wsj_0015.11.1,pre-adj2,0.21,closed
136,-0.20189772883780432,been,VBN,wsj_0015.16.0,ref,-0.28,has
137,-0.2766746654443985,been,VBN,wsj_0015.16.1,post-adj3,-0.28,has
138,-0.15952413142740096,been,VBN,wsj_0015.16.2,post-adj3,-0.28,has
139,-0.1296133567847633,been,VBN,wsj_0015.16.3,post-adj3,-0.28,has
140,-0.08474719482080677,been,VBN,wsj_0015.16.4,post-adj3,-0.28,has
141,-0.23180850348044205,been,VBN,wsj_0015.16.5,post-adj3,-0.28,has
142,0.04321728755030377,seeking,VBG,wsj_0015.22.0,ref,-0.28,is
143,-0.17654696590094993,seeking,VBG,wsj_0015.22.1,post-adv,-0.28,is
144,0.0,,,wsj_0016.1.0,ref,0.0,said
145,0.7071067811865475,the,DT,wsj_0016.1.1,quote,0.32,said
146,0.0,,,wsj_0016.1.2,post-adj2,0.0,said
147,0.5797710356524485,from,IN,wsj_0016.5.0,ref,0.21,grew
148,0.4058397249567139,to,TO,wsj_0016.5.1,post-adj2,0.16,grew
149,0.0,,,wsj_0017.2.0,ref,0.0,said
150,0.9999999999999999,the,DT,wsj_0017.2.1,quote,0.32,said
151,0.8660254037844387,its,PRP$,wsj_0018.2.0,ref,0.35,is
152,0.8660254037844387,its,PRP$,wsj_0018.2.1,post-adj2,0.35,is
153,-0.1554404234256797,that,IN,wsj_0018.3.0,ref,0.21,disclosed
154,-0.26982111236155726,that,IN,wsj_0018.3.1,post-adv,0.21,disclosed
155,-0.1022314439772147,that,IN,wsj_0018.4.0,ref,0.21,said
156,0.13977752320237938,that,IN,wsj_0018.4.1,pre-adv,0.21,said
157,0.1524914166527446,been,VBN,wsj_0018.5.0,ref,-0.28,have
158,0.024098134635593998,been,VBN,wsj_0018.5.1,post-adv,-0.28,have
159,-0.28988551782622424,n't,RB,wsj_0018.6.0,ref,0.08,had
160,-0.28988551782622424,n't,RB,wsj_0018.6.1,post-adv,0.08,had
161,0.5,in,IN,wsj_0018.7.0,ref,0.21,said
162,-0.45094781031264847,Cray,NNP,wsj_0018.7.1,quote,-0.31,said
163,0.08247860988423225,Gary,NNP,wsj_0018.14.0,ref,-0.31,said
164,0.0,,,wsj_0018.14.1,iquote,0.0,said
165,0.0,,,wsj_0018.15.0,ref,0.0,said
166,0.0,he,PRP,wsj_0018.15.1,quote,0.35,said
167,-0.21432801814846902,to,TO,wsj_0018.23.0,ref,0.16,are
168,-0.08783935170019222,to,TO,wsj_0018.23.1,post-adj2,0.16,are
169,-0.15389675281277312,have,VB,wsj_0018.31.0,ref,-0.28,would
170,-0.322043663518041,have,VB,wsj_0018.31.1,pre-adv,-0.28,would
171,-0.11595420713048968,paid,VBN,wsj_0018.33.0,ref,-0.28,was
172,-0.01801874925391118,paid,VBN,wsj_0018.33.1,dat-np-np,-0.28,was
173,0.4058397249567139,paid,VBN,wsj_0018.33.2,post-adj2,-0.28,was
174,0.0,,,wsj_0020.2.0,ref,0.0,announced
175,0.0,U.S.,NNP,wsj_0020.2.1,quote,-0.31,announced
176,0.0,,,wsj_0020.2.2,post-adj2,0.0,announced
177,-0.3057717692966666,face,VB,wsj_0020.3.0,ref,-0.28,could
178,-0.7509392614826385,face,VB,wsj_0020.3.1,post-adv,-0.28,could
179,0.0,,,wsj_0020.8.0,ref,0.0,said
180,0.0,she,PRP,wsj_0020.8.1,quote,0.35,said
181,0.0,,,wsj_0020.11.0,ref,0.0,said
182,0.0,Mrs.,NNP,wsj_0020.11.1,quote,-0.31,said
183,-0.07630407093353835,still,RB,wsj_0020.14.0,ref,0.08,are
184,-0.10266365907421524,to,TO,wsj_0020.14.1,post-adj2,0.16,are
185,0.0,,,wsj_0020.16.0,ref,0.0,said
186,0.0,he,PRP,wsj_0020.16.1,quote,0.35,said
187,0.057039243536049326,n't,RB,wsj_0020.19.0,ref,0.08,did
188,0.9999999999999999,n't,RB,wsj_0020.19.1,post-adv,0.08,did
189,-0.17996913496637146,believed,VBN,wsj_0021.2.0,ref,-0.28,is
190,-0.19528565709116902,believed,VBN,wsj_0021.2.1,post-adv,-0.28,is
191,-0.21519713585340589,believed,VBN,wsj_0021.2.2,post-adj2,-0.28,is
192,0.13497948621076672,paid,VBN,wsj_0021.3.0,ref,-0.28,has
193,-0.3313132843355183,paid,VBN,wsj_0021.3.1,post-adj2,-0.28,has
194,0.8720815992723809,through,IN,wsj_0021.4.0,ref,0.21,said
195,0.03940552031195503,Mr.,NNP,wsj_0021.4.1,quote,-0.31,said
196,-0.2626979166496464,in,IN,wsj_0021.6.0,ref,0.21,was
197,0.1659144736734609,this,DT,wsj_0021.6.1,post-adj2,0.32,was
198,-0.05153116095557292,said,VBD,wsj_0021.7.0,ref,-0.28,has
199,-0.041919156566551215,said,VBD,wsj_0021.7.1,dat-np-np,-0.28,has
200,0.24561379906125363,a,DT,wsj_0022.6.0,ref,0.32,was
201,0.10435951118911635,a,DT,wsj_0022.6.1,post-adj2,0.32,was
202,-0.316227766016838,been,VBN,wsj_0022.9.0,ref,-0.28,had
203,-0.632455532033676,been,VBN,wsj_0022.9.1,post-adj2,-0.28,had
204,-0.03783755586700437,an,DT,wsj_0022.13.0,ref,0.32,developed
205,-0.034971074361928284,an,DT,wsj_0022.13.1,post-adv,0.32,developed
206,0.03778010995531358,n't,RB,wsj_0022.16.0,ref,0.08,did
207,0.25,n't,RB,wsj_0022.16.1,post-adv,0.08,did
208,0.028056700404862953,Faulding,NNP,wsj_0023.4.0,ref,-0.31,gives
209,0.3510540884373207,the,DT,wsj_0023.4.1,dat-np-np,0.32,gives
210,0.007663594777041393,be,VB,wsj_0024.1.0,ref,-0.28,will
211,0.00037383389156299483,be,VB,wsj_0024.1.1,post-adj3,-0.28,will
212,-0.16934675287803666,be,VB,wsj_0024.1.2,post-adj3,-0.28,will
213,-0.04112172807192943,be,VB,wsj_0024.1.3,post-adj3,-0.28,will
214,-0.16205699199255827,be,VB,wsj_0024.1.4,post-adj3,-0.28,will
215,-0.12056143002906583,be,VB,wsj_0024.1.5,post-adj3,-0.28,will
216,-0.29634711463065444,be,VB,wsj_0024.4.0,ref,-0.28,will
217,0.5062596541607013,until,IN,wsj_0024.4.1,post-adv,0.21,will
218,0.07079226745829481,the,DT,wsj_0024.8.0,ref,0.32,said
219,0.4071810560899085,the,DT,wsj_0024.8.1,post-adv,0.32,said
220,-0.03154834351844808,President,NNP,wsj_0026.1.0,ref,-0.31,said
221,-0.09058881496011521,President,NNP,wsj_0026.1.1,post-adj2,-0.31,said
222,0.33676995372005575,about,IN,wsj_0026.8.0,ref,0.21,totaled
223,-0.1767002843592885,about,IN,wsj_0026.8.1,post-adj2,0.21,totaled
224,0.0,,,wsj_0027.1.0,ref,0.0,said
225,0.9999999999999999,the,DT,wsj_0027.1.1,quote,0.32,said
226,0.0,,,wsj_0027.2.0,ref,0.0,said
227,0.0,,,wsj_0027.2.1,post-adv,0.0,said
228,0.0,Magna,NNP,wsj_0027.2.2,quote,-0.31,said
229,-0.32714850418556046,left,VBN,wsj_0027.4.0,ref,-0.28,has
230,-0.473902240270431,left,VBN,wsj_0027.4.1,post-adv,-0.28,has
231,0.09450077673369182,reported,VBN,wsj_0027.5.0,ref,-0.28,has
232,-0.07316189166479369,reported,VBN,wsj_0027.5.1,post-adj2,-0.28,has
233,0.0,up,RB,wsj_0027.7.0,ref,0.08,closed
234,0.0,up,RB,wsj_0027.7.1,pre-adj2,0.08,closed
235,-0.3794299582740296,Mr.,NNP,wsj_0027.13.0,ref,-0.31,said
236,-0.39207762354983056,Mr.,NNP,wsj_0027.13.1,post-adv,-0.31,said
237,0.0,,,wsj_0029.1.0,ref,0.0,said
238,0.6546536707079772,the,DT,wsj_0029.1.1,quote,0.32,said
239,0.7378647873726218,at,IN,wsj_0029.2.0,ref,0.21,said
240,-0.46230847711765183,Fannie,NNP,wsj_0029.2.1,quote,-0.31,said
241,0.32379911158255836,assembled,VBN,wsj_0029.7.0,ref,-0.28,were
242,0.15705226370171996,assembled,VBN,wsj_0029.7.1,post-adj2,-0.28,were
243,-0.07692180625616588,designed,VBN,wsj_0029.9.0,ref,-0.28,are
244,-0.041750322474563714,designed,VBN,wsj_0029.9.1,post-adv,-0.28,are
245,-0.13725185402176196,operating,VBG,wsj_0031.2.0,ref,-0.28,is
246,-0.17764755063976376,operating,VBG,wsj_0031.2.1,dat-np-np,-0.28,is
247,-0.07032995680121888,operating,VBG,wsj_0031.2.2,post-adv,-0.28,is
248,0.0,,,wsj_0033.1.0,ref,0.0,said
249,0.8660254037844387,the,DT,wsj_0033.1.1,quote,0.32,said
250,0.0,,,wsj_0033.1.2,post-adj3,0.0,said
251,0.0,,,wsj_0033.1.3,post-adj3,0.0,said
252,0.0,,,wsj_0033.1.4,post-adj3,0.0,said
253,0.0,,,wsj_0033.1.5,post-adj3,0.0,said
254,0.0,,,wsj_0033.1.6,post-adj3,0.0,said
255,0.09283541033076706,been,VBN,wsj_0034.3.0,ref,-0.28,have
256,-0.5548125707445368,been,VBN,wsj_0034.3.1,post-adj2,-0.28,have
257,0.20319011957361072,George,NNP,wsj_0034.7.0,ref,-0.31,quips
258,0.0,,,wsj_0034.7.1,iquote,0.0,quips
259,0.2793533439714179,the,DT,wsj_0034.8.0,ref,0.32,mirrors
260,0.5988681274827808,the,DT,wsj_0034.8.1,post-adv,0.32,mirrors
261,0.42223163284330995,Michael,NNP,wsj_0034.13.0,ref,-0.31,says
262,0.42223163284330995,Michael,NNP,wsj_0034.13.1,post-adv,-0.31,says
263,0.0,,,wsj_0034.13.2,iquote,0.0,says
264,-0.028116077855776668,scrambled,VBN,wsj_0034.15.0,ref,-0.28,have
265,-0.3635769922524882,scrambled,VBN,wsj_0034.15.1,pre-adv,-0.28,have
266,-0.028116077855776668,scrambled,VBN,wsj_0034.15.2,post-adj2,-0.28,have
267,0.6377481392176932,about,RB,wsj_0034.23.0,ref,0.08,plunged
268,0.5886327355307005,about,RB,wsj_0034.23.1,pre-adv,0.08,plunged
269,-0.4096682888050979,clobbered,VBN,wsj_0034.24.0,ref,-0.28,were
270,0.09639253854237599,clobbered,VBN,wsj_0034.24.1,post-adj2,-0.28,were
271,-0.27282820809227837,that,IN,wsj_0034.25.0,ref,0.21,is
272,-0.27282820809227837,that,IN,wsj_0034.25.1,post-adj2,0.21,is
273,0.0,,,wsj_0034.28.0,ref,0.0,say
274,0.9999999999999999,some,DT,wsj_0034.28.1,quote,0.32,say
275,-0.3188740696088466,jumped,VBN,wsj_0034.31.0,ref,-0.28,have
276,-0.3188740696088466,jumped,VBN,wsj_0034.31.1,post-adj2,-0.28,have
277,0.0,Smith,NNP,wsj_0034.32.0,ref,-0.31,says
278,0.0,,,wsj_0034.32.1,iquote,0.0,says
279,0.0,,,wsj_0034.33.0,ref,0.0,suggests
280,0.0,Mr.,NNP,wsj_0034.33.1,quote,-0.31,suggests
281,0.0,,,wsj_0034.35.0,ref,0.0,says
282,0.0,Mr.,NNP,wsj_0034.35.1,quote,-0.31,says
283,0.271648060879921,The,DT,wsj_0034.39.0,ref,0.32,says
284,0.271648060879921,The,DT,wsj_0034.39.1,post-adj2,0.32,says
285,0.0,,,wsj_0035.1.0,ref,0.0,said
286,0.8660254037844387,the,DT,wsj_0035.1.1,quote,0.32,said
287,0.13452359920014048,clear,VB,wsj_0035.2.0,ref,-0.28,could
288,0.1250250075025009,clear,VB,wsj_0035.2.1,pre-adv,-0.28,could
289,0.359954591153256,that,IN,wsj_0035.3.0,ref,0.21,said
290,0.359954591153256,that,IN,wsj_0035.3.1,pre-adj2,0.21,said
291,-0.18279376149498883,be,VB,wsj_0035.6.0,ref,-0.28,would
292,0.04926179345350588,unless,IN,wsj_0035.6.1,post-adv,0.21,would
293,-0.04025963830464186,be,VB,wsj_0035.6.2,post-adv,-0.28,would
294,0.3581245270909412,illegal,JJ,wsj_0035.7.0,ref,-0.16,'s
295,0.06801589855603148,illegal,JJ,wsj_0035.7.1,post-adv,-0.16,'s
296,0.1379585736294915,still,RB,wsj_0035.11.0,ref,0.08,might
297,-0.10975813799743875,still,RB,wsj_0035.11.1,post-adv,0.08,might
298,0.158226580017031,its,PRP$,wsj_0036.2.0,ref,0.35,said
299,0.23286175927034752,its,PRP$,wsj_0036.2.1,post-adj2,0.35,said
300,0.018712029714127994,up,RB,wsj_0036.3.0,ref,0.08,inched
301,0.11227217828476797,to,TO,wsj_0036.3.1,post-adj3,0.16,inched
302,0.5052248022814558,from,IN,wsj_0036.3.2,post-adj3,0.21,inched
303,0.24325638628366394,up,RB,wsj_0036.3.3,post-adj3,0.08,inched
304,0.4116646537108159,from,IN,wsj_0036.3.4,post-adj3,0.21,inched
305,0.2806804457119199,to,TO,wsj_0036.3.5,post-adj3,0.16,inched
306,0.09864483350589183,that,IN,wsj_0036.5.0,ref,0.21,said
307,0.07515796838544139,that,IN,wsj_0036.5.1,post-adj3,0.21,said
308,0.05167110326499096,that,IN,wsj_0036.5.2,post-adj3,0.21,said
309,0.12213169862634227,that,IN,wsj_0036.5.3,post-adj3,0.21,said
310,0.07515796838544139,that,IN,wsj_0036.5.4,post-adj3,0.21,said
311,0.02818423814454053,that,IN,wsj_0036.5.5,post-adj3,0.21,said
312,0.0,,,wsj_0036.6.0,ref,0.0,said
313,0.8660254037844387,the,DT,wsj_0036.6.1,quote,0.32,said
314,0.0,have,VB,wsj_0036.7.0,ref,-0.28,would
315,-0.04705770327631517,have,VB,wsj_0036.7.1,pre-adv,-0.28,would
316,-0.8794653965640158,now,RB,wsj_0036.15.0,ref,0.08,is
317,-0.2581988897471611,now,RB,wsj_0036.15.1,post-adv,0.08,is
318,-0.1272937693043289,closely,RB,wsj_0036.20.0,ref,0.08,are
319,0.09092412093166351,closely,RB,wsj_0036.20.1,post-adj2,0.08,are
320,0.3504633733153655,Elliott,NNP,wsj_0036.23.0,ref,-0.31,said
321,0.0,,,wsj_0036.23.1,iquote,0.0,said
322,0.044977336692520825,orders,NNS,wsj_0036.26.0,ref,-0.02,said
323,0.03586800267884572,orders,NNS,wsj_0036.26.1,post-adj3,-0.02,said
324,0.11557467529850288,orders,NNS,wsj_0036.26.2,post-adj3,-0.02,said
325,0.09621734051944328,orders,NNS,wsj_0036.26.3,post-adj3,-0.02,said
326,0.12468400931217799,orders,NNS,wsj_0036.26.4,post-adj3,-0.02,said
327,0.06433467147158041,orders,NNS,wsj_0036.26.5,post-adj3,-0.02,said
328,-0.01197626261913259,up,RB,wsj_0036.27.0,ref,0.08,were
329,0.37126414119311024,after,IN,wsj_0036.27.1,post-adj2,0.21,were
330,-0.02898855178262242,to,TO,wsj_0036.29.0,ref,0.16,fell
331,0.6667366910003157,after,IN,wsj_0036.29.1,post-adj2,0.21,fell
332,0.0,,,wsj_0036.30.0,ref,0.0,noted
333,0.8660254037844387,the,DT,wsj_0036.30.1,quote,0.32,noted
334,-0.07390659560519332,in,IN,wsj_0036.31.0,ref,0.21,rose
335,-0.10801733203835946,to,TO,wsj_0036.31.1,post-adj2,0.16,rose
336,0.12431144010458484,residential,JJ,wsj_0036.33.0,ref,-0.16,said
337,0.13286196243982082,residential,JJ,wsj_0036.33.1,post-adj3,-0.16,said
338,0.2058702685329897,residential,JJ,wsj_0036.33.2,post-adj3,-0.16,said
339,0.15588259949622543,residential,JJ,wsj_0036.33.3,post-adj3,-0.16,said
340,0.1973197461977537,residential,JJ,wsj_0036.33.4,post-adj3,-0.16,said
341,0.1742991091413491,residential,JJ,wsj_0036.33.5,post-adj3,-0.16,said
342,0.08142217846324291,off,JJ,wsj_0036.35.0,ref,-0.16,was
343,0.2938278614108331,with,IN,wsj_0036.35.1,post-adj2,0.21,was
344,0.6473492065219442,with,IN,wsj_0036.39.0,ref,0.21,contrast
345,0.08777616359619582,with,IN,wsj_0036.39.1,post-adj2,0.21,contrast
346,0.19652091603351607,money,NN,wsj_0036.41.0,ref,-0.02,counts
347,-0.11048143863155317,money,NN,wsj_0036.41.1,post-adv,-0.02,counts
348,0.4549095278553612,money,NN,wsj_0036.41.2,post-adv,-0.02,counts
349,0.3384022887829269,Robert,NNP,wsj_0036.43.0,ref,-0.31,said
350,0.3384022887829269,Robert,NNP,wsj_0036.43.1,pre-adv,-0.31,said
351,0.0,,,wsj_0036.43.2,iquote,0.0,said
352,-0.16244657241348273,better,JJR,wsj_0036.46.0,ref,-0.16,reported
353,-0.008549819600709618,better,JJR,wsj_0036.46.1,post-adj2,-0.16,reported
354,-0.09867543820659301,that,IN,wsj_0036.51.0,ref,0.21,said
355,-0.1164547964420152,that,IN,wsj_0036.51.1,post-adj2,0.21,said
356,0.9999999999999999,to,TO,wsj_0036.53.0,ref,0.16,tend
357,0.2546934987009739,to,TO,wsj_0036.53.1,pre-adv,0.16,tend
358,-0.008830953501771236,It,PRP,wsj_0036.58.0,ref,0.35,said
359,0.019291622891895163,It,PRP,wsj_0036.58.1,pre-adv,0.35,said
360,0.0,,,wsj_0036.60.0,ref,0.0,noted
361,0.0,Mr.,NNP,wsj_0036.60.1,quote,-0.31,noted
362,0.5773502691896257,almost,RB,wsj_0037.2.0,ref,0.08,is
363,0.22229530961845007,almost,RB,wsj_0037.2.1,pre-adv,0.08,is
364,0.032150239422930646,that,IN,wsj_0037.9.0,ref,0.21,'s
365,0.2878739745964228,that,IN,wsj_0037.9.1,pre-adv,0.21,'s
366,0.09242081667536538,off,RP,wsj_0037.12.0,ref,0.16,sets
